transaction_id,user_id,amount,transaction_type,is_new_beneficiary,new_ip_device_combo,otp_burst_flag,phishing_referrer_flag,hour_of_day,is_odd_hour,avg_daily_txn_amount,amount_ratio,txn_frequency_last_24h,previous_fraud_flag,email_domain_age_days,email_domain_verified,is_fraud
T03359,U0101,189.98,TRANSFER,0,0,0,0,23,1,333.2243785808847,0.57,4,0,295,1,0
T03360,U0359,276.25,CASH_OUT,0,0,0,0,3,1,239.14340767986533,1.16,6,0,183,1,1
T03361,U0380,185.04,PAYMENT,0,0,0,0,8,0,320.3666774815506,0.58,4,0,208,1,0
T03362,U0308,164.69,CASH_OUT,0,0,0,0,8,0,266.08586655924404,0.62,3,0,240,0,0
T03363,U0221,1791.89,PAYMENT,1,0,0,0,11,0,277.9678004796706,6.45,2,0,51,0,0
T03364,U0308,83.24,CASH_OUT,0,1,0,0,10,0,337.7990030508604,0.25,7,0,320,1,1
T03365,U0420,660.87,CASH_OUT,0,0,0,0,20,0,283.5834072352632,2.33,6,0,92,1,0
T03366,U0124,0.21,PAYMENT,0,0,0,0,5,1,189.00379927617732,0.0,3,0,36,1,0
T03367,U0422,453.4,PAYMENT,0,1,0,0,6,0,250.4885735157177,1.81,1,0,314,1,1
T03368,U0231,1238.13,TRANSFER,0,0,0,0,8,0,371.41319931854457,3.33,4,0,231,1,0
T03369,U0178,169.79,PAYMENT,0,0,0,0,10,0,328.8706789903871,0.52,2,0,323,1,0
T03370,U0063,102.61,PAYMENT,0,0,0,0,22,0,306.7968025642484,0.33,4,0,53,1,0
T03371,U0485,527.32,PAYMENT,0,0,0,0,16,0,281.2138257647749,1.88,3,0,106,1,0
T03372,U0116,623.44,CASH_IN,1,0,0,0,10,0,213.56279322376795,2.92,7,0,113,1,0
T03373,U0191,582.42,CASH_IN,0,0,0,0,21,0,155.2328953562454,3.75,5,0,237,1,0
T03374,U0062,192.33,CASH_OUT,0,0,0,1,17,0,330.5850025556732,0.58,1,0,104,1,0
T03375,U0256,145.31,PAYMENT,0,0,0,0,8,0,280.2105076125487,0.52,3,0,292,1,0
T03376,U0483,1560.86,CASH_OUT,0,0,0,0,16,0,324.7538467449583,4.81,2,1,291,1,0
T03377,U0007,1283.92,PAYMENT,0,0,0,0,20,0,391.1781101245133,3.28,2,0,119,1,0
T03378,U0155,305.61,TRANSFER,0,0,0,0,15,0,194.85974215024507,1.57,3,0,74,1,0
T03379,U0092,936.03,PAYMENT,0,0,0,0,13,0,50.0,18.72,4,0,120,1,0
T03380,U0470,301.04,TRANSFER,0,0,0,0,0,1,355.7426342695266,0.85,3,0,13,1,0
T03381,U0014,276.16,PAYMENT,0,0,0,0,1,1,433.8090729939331,0.64,3,0,24,1,0
T03382,U0455,85.25,PAYMENT,0,0,0,0,10,0,284.12993098766293,0.3,2,0,325,1,0
T03383,U0229,277.92,CASH_IN,0,0,0,0,6,0,290.8397012408512,0.96,3,0,81,1,0
T03384,U0086,385.46,PAYMENT,0,0,0,0,9,0,259.10394369051187,1.49,4,0,89,1,0
T03385,U0133,11.38,CASH_IN,0,0,0,0,11,0,355.66306153887354,0.03,1,0,205,1,0
T03386,U0183,293.6,TRANSFER,0,0,0,0,10,0,174.8696225053394,1.68,0,0,205,1,0
T03387,U0386,760.16,TRANSFER,0,1,0,0,1,1,427.39070332536096,1.78,4,0,140,1,0
T03388,U0062,569.79,PAYMENT,0,0,0,0,13,0,313.1929113475964,1.82,1,0,349,1,0
T03389,U0219,504.14,CASH_OUT,0,0,0,0,8,0,275.2248584042555,1.83,0,0,332,1,0
T03390,U0405,1201.51,TRANSFER,0,0,0,0,11,0,239.36208029910767,5.02,5,0,89,1,0
T03391,U0246,9.1,TRANSFER,0,0,0,0,9,0,392.7580933838074,0.02,4,0,285,1,0
T03392,U0230,407.15,PAYMENT,1,0,0,1,23,1,278.0359014506927,1.46,1,1,3,1,1
T03393,U0079,774.05,PAYMENT,0,0,0,0,1,1,447.03830856073785,1.73,1,0,364,1,0
T03394,U0149,389.72,CASH_OUT,0,1,1,0,11,0,383.5660332168169,1.02,3,1,277,1,0
T03395,U0138,195.7,PAYMENT,0,1,0,0,2,1,431.9987601490705,0.45,1,0,7,1,0
T03396,U0471,73.24,TRANSFER,0,0,0,0,12,0,279.4008614621384,0.26,3,0,259,1,0
T03397,U0314,1092.68,CASH_OUT,0,0,0,0,18,0,351.4813695438504,3.11,8,0,328,1,0
T03398,U0376,318.16,TRANSFER,0,0,0,0,23,1,320.7889190645146,0.99,2,0,263,1,0
T03399,U0423,1052.34,CASH_OUT,0,0,0,0,12,0,271.8787043217158,3.87,3,0,144,1,0
T03400,U0389,440.77,CASH_OUT,0,0,0,0,23,1,195.8708935840213,2.25,0,0,21,1,0
T03401,U0065,560.72,CASH_IN,0,0,0,0,21,0,522.0778355872148,1.07,6,0,143,1,0
T03402,U0013,815.49,PAYMENT,1,0,0,0,15,0,246.6091970332428,3.31,2,0,293,1,1
T03403,U0213,538.16,CASH_OUT,0,0,0,0,22,0,368.6746017503814,1.46,4,0,57,1,0
T03404,U0474,253.79,PAYMENT,0,0,1,0,0,1,410.63854964971614,0.62,5,0,174,0,1
T03405,U0242,360.4,CASH_OUT,0,0,0,0,7,0,229.1632307635197,1.57,1,0,254,1,0
T03406,U0493,812.39,PAYMENT,1,0,1,0,12,0,165.9823037409673,4.89,4,0,220,0,1
T03407,U0213,233.92,PAYMENT,0,0,0,0,6,0,341.84078977830177,0.68,4,0,224,0,0
T03408,U0181,245.61,CASH_OUT,0,1,0,0,20,0,255.61895957974255,0.96,1,0,213,1,0
T03409,U0338,50.29,TRANSFER,1,0,0,0,20,0,222.4739579653241,0.23,1,0,175,1,0
T03410,U0485,1230.11,CASH_OUT,1,0,0,0,1,1,246.8466149168094,4.98,4,0,70,1,1
T03411,U0173,47.73,CASH_OUT,0,0,0,0,12,0,335.2147315802264,0.14,3,1,323,1,0
T03412,U0160,522.36,PAYMENT,0,0,0,0,11,0,150.6626995963132,3.47,4,0,92,0,0
T03413,U0164,266.53,PAYMENT,0,0,0,0,16,0,281.208354337442,0.95,2,0,315,1,0
T03414,U0465,260.12,PAYMENT,0,0,0,0,8,0,181.1142372224384,1.44,5,0,252,1,0
T03415,U0483,569.02,CASH_IN,0,0,0,0,9,0,439.3852280650026,1.3,0,0,16,1,0
T03416,U0497,34.73,TRANSFER,0,0,0,0,2,1,285.822520205951,0.12,0,0,221,0,1
T03417,U0188,450.34,PAYMENT,0,0,0,0,20,0,418.2843286648263,1.08,0,1,28,1,0
T03418,U0395,739.27,CASH_OUT,0,0,1,0,10,0,398.89339503839886,1.85,3,0,197,1,0
T03419,U0191,880.75,CASH_IN,0,0,0,0,23,1,309.2830403628782,2.85,3,0,30,1,0
T03420,U0405,93.48,CASH_OUT,0,0,0,0,11,0,367.52384716586414,0.25,2,0,178,1,0
T03421,U0308,1138.55,CASH_OUT,0,0,0,0,6,0,358.7198877942918,3.17,5,0,186,1,0
T03422,U0256,533.77,TRANSFER,0,1,0,0,22,0,401.7452268089985,1.33,4,0,12,1,0
T03423,U0183,1067.92,PAYMENT,0,0,0,0,9,0,290.97049297366885,3.67,1,0,169,1,0
T03424,U0117,332.07,TRANSFER,0,0,0,0,9,0,326.1023125698998,1.02,1,1,258,1,0
T03425,U0282,390.48,CASH_OUT,1,0,0,0,19,0,196.41143019452684,1.99,5,0,278,1,0
T03426,U0196,1256.89,CASH_OUT,1,0,0,0,9,0,215.29007703569656,5.84,1,0,293,1,0
T03427,U0034,1150.84,CASH_OUT,0,0,0,0,3,1,363.44594911316887,3.17,1,0,188,1,1
T03428,U0052,297.25,CASH_OUT,0,0,0,0,9,0,350.2981060362766,0.85,4,0,335,1,0
T03429,U0112,160.39,PAYMENT,0,0,0,0,21,0,208.03131167192183,0.77,1,0,306,1,0
T03430,U0252,249.75,TRANSFER,0,0,0,0,9,0,304.99035215993433,0.82,5,0,210,1,0
T03431,U0082,245.32,PAYMENT,0,0,0,0,3,1,172.60442732335002,1.42,2,0,261,1,0
T03432,U0232,169.04,TRANSFER,0,0,0,0,6,0,155.13885054013622,1.09,5,0,97,1,0
T03433,U0227,156.38,CASH_OUT,0,0,0,0,17,0,322.7188887930139,0.48,1,0,172,1,0
T03434,U0233,986.87,TRANSFER,0,1,0,0,22,0,233.57414101158685,4.23,3,0,259,1,0
T03435,U0221,36.21,CASH_OUT,1,0,0,0,2,1,325.8081709692652,0.11,6,0,51,0,1
T03436,U0436,566.0,CASH_OUT,0,0,0,0,23,1,256.0148432262829,2.21,4,0,157,1,1
T03437,U0413,94.87,PAYMENT,1,0,0,0,14,0,229.37450245060396,0.41,2,0,226,1,0
T03438,U0422,211.18,TRANSFER,0,0,0,0,4,1,424.5054381958632,0.5,4,0,128,1,0
T03439,U0042,31.76,PAYMENT,0,0,0,0,8,0,372.6352255220411,0.09,4,0,263,1,0
T03440,U0021,157.34,PAYMENT,0,0,0,0,19,0,241.40828004818465,0.65,3,0,244,1,0
T03441,U0042,731.42,CASH_OUT,0,0,0,0,11,0,433.9364732591729,1.69,2,0,308,1,0
T03442,U0397,1081.48,TRANSFER,1,0,0,0,20,0,198.0583234003388,5.46,4,0,6,0,1
T03443,U0113,125.21,CASH_OUT,1,0,0,0,15,0,196.97557658770623,0.64,2,0,278,1,0
T03444,U0105,311.39,CASH_OUT,0,0,0,0,10,0,203.7926586818292,1.53,5,0,249,0,0
T03445,U0192,317.74,TRANSFER,0,1,0,0,16,0,242.5476355574989,1.31,3,0,92,1,1
T03446,U0017,1034.05,CASH_OUT,0,0,0,0,2,1,211.09721480939444,4.9,2,0,161,1,1
T03447,U0120,719.42,CASH_OUT,0,0,0,0,14,0,275.6361770043502,2.61,5,0,267,0,0
T03448,U0393,359.82,CASH_OUT,0,0,0,0,3,1,212.40821300957623,1.69,5,0,233,1,0
T03449,U0425,555.46,TRANSFER,0,0,0,0,8,0,245.3009222913214,2.26,7,0,21,1,0
T03450,U0129,939.82,TRANSFER,1,0,0,0,7,0,292.3947640008572,3.21,1,0,86,1,1
T03451,U0130,4.79,TRANSFER,0,0,0,0,17,0,382.3528504071117,0.01,7,0,268,0,0
T03452,U0060,257.83,PAYMENT,0,0,0,0,21,0,333.52862350814064,0.77,1,0,227,1,0
T03453,U0048,1188.89,CASH_OUT,1,0,0,0,3,1,422.2844393506323,2.82,2,0,168,1,0
T03454,U0029,674.14,CASH_OUT,0,0,0,0,4,1,290.0988107765551,2.32,5,0,180,1,0
T03455,U0097,391.36,CASH_IN,0,0,0,0,8,0,280.4050876304307,1.4,3,0,280,1,0
T03456,U0010,377.13,TRANSFER,0,0,0,0,15,0,449.16184256916046,0.84,5,0,178,1,0
T03457,U0242,213.68,TRANSFER,0,0,0,0,3,1,384.1678882250973,0.56,4,0,259,1,0
T03458,U0314,367.53,CASH_OUT,1,1,0,0,15,0,402.7520028447224,0.91,2,0,216,1,1
T03459,U0444,532.66,TRANSFER,1,0,0,0,4,1,512.0520735694856,1.04,2,1,186,1,0
T03460,U0232,270.95,PAYMENT,0,0,0,0,6,0,207.6978338832315,1.3,3,0,122,1,0
T03461,U0277,626.15,PAYMENT,0,0,0,0,10,0,133.26195037920598,4.7,3,0,333,1,0
T03462,U0284,987.48,TRANSFER,0,0,0,0,6,0,333.6630530177197,2.96,2,0,183,1,0
T03463,U0203,84.02,CASH_OUT,0,1,0,0,5,1,308.9141765993683,0.27,1,0,283,1,0
T03464,U0247,300.33,PAYMENT,1,0,0,0,18,0,209.32816940073312,1.43,3,0,266,1,0
T03465,U0290,262.14,CASH_OUT,1,0,0,0,16,0,327.2718104057301,0.8,3,0,233,0,0
T03466,U0264,581.52,CASH_OUT,0,0,0,0,5,1,280.50130867734435,2.07,2,0,279,1,0
T03467,U0443,143.75,TRANSFER,0,0,0,0,18,0,329.0348010753152,0.44,3,0,113,0,0
T03468,U0214,511.17,CASH_IN,0,0,0,0,16,0,367.3550914918221,1.39,5,0,316,1,0
T03469,U0200,1049.78,PAYMENT,0,0,0,0,11,0,379.0566939333302,2.77,2,0,268,1,0
T03470,U0433,270.76,CASH_IN,0,0,0,0,11,0,366.6959562549519,0.74,0,0,274,1,0
T03471,U0079,1209.65,TRANSFER,1,0,0,1,12,0,50.0,24.19,2,0,110,1,1
T03472,U0401,2492.76,CASH_OUT,0,0,1,0,5,1,374.6785223415433,6.65,3,0,339,0,0
T03473,U0444,56.08,PAYMENT,1,0,0,0,18,0,199.96361769237416,0.28,1,0,358,1,0
T03474,U0343,132.67,CASH_OUT,0,1,0,0,0,1,294.71523696534047,0.45,1,0,297,1,1
T03475,U0344,1501.68,CASH_OUT,0,0,0,0,12,0,334.778840531886,4.49,3,0,196,0,0
T03476,U0173,1588.96,PAYMENT,0,0,0,0,4,1,398.9889316611751,3.98,7,0,41,1,0
T03477,U0467,51.41,CASH_IN,1,0,0,0,0,1,265.86388441371514,0.19,6,0,224,1,1
T03478,U0069,7.56,PAYMENT,0,0,1,0,2,1,308.3201908748443,0.02,5,0,19,1,0
T03479,U0416,87.83,TRANSFER,0,0,0,0,2,1,269.44037795530244,0.33,3,0,178,1,0
T03480,U0428,2762.33,CASH_OUT,0,0,0,0,14,0,300.14742622020634,9.2,2,0,353,0,0
T03481,U0449,99.23,CASH_OUT,0,0,0,0,14,0,283.74056962933605,0.35,4,0,106,0,0
T03482,U0087,349.13,PAYMENT,1,0,0,0,21,0,372.5482856168205,0.94,4,0,281,1,0
T03483,U0101,943.31,PAYMENT,0,0,0,0,3,1,441.42444875032425,2.14,2,0,301,1,0
T03484,U0008,10.31,CASH_IN,1,0,0,0,7,0,152.15431951795722,0.07,1,0,61,0,0
T03485,U0333,463.79,CASH_OUT,0,0,0,0,2,1,408.8280669522261,1.13,4,0,254,1,0
T03486,U0200,162.19,TRANSFER,0,0,0,0,7,0,398.4460927053914,0.41,3,1,362,1,0
T03487,U0087,991.47,TRANSFER,0,0,0,0,11,0,337.11118030057315,2.94,5,0,321,1,0
T03488,U0043,166.66,CASH_IN,1,0,0,0,22,0,613.9946904953615,0.27,8,1,119,1,1
T03489,U0385,580.39,CASH_OUT,0,0,0,0,17,0,274.7261807227296,2.11,2,0,287,1,0
T03490,U0109,560.77,CASH_IN,0,0,0,0,12,0,238.5918070066508,2.35,4,0,196,1,0
T03491,U0435,125.19,PAYMENT,0,1,0,0,7,0,542.7626207277729,0.23,4,0,350,1,0
T03492,U0408,17.71,CASH_OUT,0,0,0,0,16,0,124.08468678098626,0.14,6,0,76,1,0
T03493,U0483,263.18,CASH_OUT,0,0,0,0,8,0,142.42699164163076,1.85,3,0,203,1,0
T03494,U0152,170.68,TRANSFER,0,0,0,0,6,0,379.64091269773775,0.45,5,0,359,1,0
T03495,U0017,827.68,PAYMENT,1,0,0,0,21,0,326.61283785594617,2.53,6,0,210,1,0
T03496,U0133,805.63,CASH_OUT,0,0,0,0,23,1,171.29036318183057,4.7,1,0,331,1,1
T03497,U0148,305.35,PAYMENT,0,0,0,0,14,0,381.96792316877134,0.8,1,0,265,1,0
T03498,U0277,466.35,CASH_OUT,1,0,1,0,23,1,267.3154904031484,1.74,1,0,97,1,1
T03499,U0232,463.5,CASH_OUT,0,0,0,0,21,0,110.69750590446728,4.19,2,0,173,1,0
T03500,U0314,877.69,CASH_OUT,0,0,0,0,15,0,365.59224580830505,2.4,3,0,233,1,0
T03501,U0415,276.69,CASH_OUT,1,0,0,1,19,0,398.7497050579144,0.69,3,0,138,0,0
T03502,U0366,161.1,PAYMENT,1,0,0,0,7,0,170.74532280292755,0.94,4,0,115,0,1
T03503,U0228,153.97,PAYMENT,0,0,0,0,23,1,152.7784467128602,1.01,2,0,313,0,0
T03504,U0139,384.14,CASH_OUT,0,0,0,0,15,0,50.0,7.68,2,0,349,1,0
T03505,U0436,298.14,PAYMENT,0,0,0,0,18,0,289.6134065652115,1.03,2,0,60,1,0
T03506,U0399,290.02,TRANSFER,1,0,0,0,15,0,249.92148182828004,1.16,4,0,363,0,0
T03507,U0211,47.78,PAYMENT,0,0,0,0,13,0,238.26896074332288,0.2,9,0,46,1,0
T03508,U0391,634.0,TRANSFER,0,0,0,0,22,0,403.54473312249314,1.57,1,0,160,0,0
T03509,U0499,120.23,CASH_OUT,0,0,0,0,15,0,248.80568619327585,0.48,7,0,223,1,0
T03510,U0028,109.67,PAYMENT,0,0,0,0,0,1,165.10696669444906,0.66,1,0,324,1,0
T03511,U0051,266.16,TRANSFER,0,1,0,1,17,0,286.8057111325393,0.93,4,0,30,1,0
T03512,U0491,129.24,CASH_IN,0,0,0,0,17,0,327.07002460637887,0.4,7,0,80,1,0
T03513,U0442,438.36,CASH_OUT,0,1,1,0,0,1,186.15838719161687,2.35,3,0,42,1,1
T03514,U0261,232.18,CASH_OUT,1,0,0,0,16,0,179.07991428291908,1.3,8,0,147,1,0
T03515,U0261,297.93,CASH_OUT,0,0,0,0,19,0,401.5604947723146,0.74,1,0,244,0,0
T03516,U0350,385.2,CASH_OUT,0,0,0,0,6,0,135.94517117914023,2.83,4,0,122,1,0
T03517,U0352,113.79,CASH_OUT,1,0,0,0,5,1,201.9241875663842,0.56,4,0,191,1,1
T03518,U0008,84.65,PAYMENT,0,0,0,0,12,0,211.84095190464632,0.4,3,0,261,1,0
T03519,U0320,1061.89,CASH_IN,0,0,1,0,6,0,286.4444571455655,3.71,2,0,196,1,0
T03520,U0138,284.34,TRANSFER,1,1,0,0,23,1,355.115840632463,0.8,2,0,311,1,1
T03521,U0038,265.59,CASH_IN,0,0,0,0,7,0,330.1542608554517,0.8,3,0,194,1,0
T03522,U0111,18.13,PAYMENT,1,0,0,0,11,0,296.94722537123533,0.06,3,0,320,0,0
T03523,U0480,344.55,PAYMENT,0,0,0,0,15,0,501.9137164817569,0.69,2,0,212,1,0
T03524,U0368,403.91,TRANSFER,0,0,0,0,2,1,266.23117653783123,1.52,3,0,62,1,1
T03525,U0220,409.17,PAYMENT,0,0,0,0,6,0,141.46465659739297,2.89,4,0,241,1,0
T03526,U0337,613.84,CASH_OUT,0,0,0,0,5,1,349.76021779111096,1.76,0,0,321,1,1
T03527,U0223,97.69,CASH_IN,1,0,0,0,12,0,291.6370984268083,0.33,2,0,100,0,0
T03528,U0136,145.33,CASH_IN,0,0,0,0,13,0,289.38690483218,0.5,8,1,220,1,0
T03529,U0256,832.29,CASH_IN,0,0,0,0,12,0,263.68844309107266,3.16,1,0,21,1,0
T03530,U0360,1470.34,PAYMENT,0,0,0,0,7,0,331.1300680112931,4.44,6,0,262,0,0
T03531,U0409,73.05,CASH_IN,0,0,0,0,18,0,441.3096516123781,0.17,6,0,54,0,0
T03532,U0329,344.23,PAYMENT,0,0,0,0,13,0,450.13930943708,0.76,3,0,207,0,0
T03533,U0450,120.51,CASH_OUT,0,0,0,0,4,1,510.93216814958623,0.24,2,0,240,0,0
T03534,U0463,30.98,TRANSFER,1,0,0,0,17,0,370.9991029916528,0.08,5,0,135,1,0
T03535,U0434,196.89,PAYMENT,0,0,0,0,3,1,446.398254301766,0.44,2,0,168,1,0
T03536,U0451,77.56,CASH_IN,0,0,0,0,22,0,358.70954020958607,0.22,5,0,225,0,0
T03537,U0049,618.82,CASH_IN,0,0,0,0,0,1,262.09994577137854,2.36,3,0,295,0,0
T03538,U0292,381.49,CASH_OUT,1,0,0,0,0,1,485.542446500111,0.79,2,0,83,1,0
T03539,U0382,77.65,CASH_OUT,0,0,0,0,8,0,253.65548583666012,0.31,4,0,16,1,0
T03540,U0324,4.64,TRANSFER,0,1,0,0,18,0,270.32617303511574,0.02,2,0,93,0,1
T03541,U0078,825.54,CASH_OUT,0,1,0,0,0,1,356.9516157713188,2.31,1,0,73,0,1
T03542,U0105,96.91,CASH_OUT,0,0,0,0,14,0,312.30721094947944,0.31,7,0,335,1,0
T03543,U0169,465.98,TRANSFER,0,0,1,0,12,0,189.20533757620493,2.46,4,0,135,1,0
T03544,U0217,205.43,TRANSFER,0,0,0,0,22,0,425.5934806789053,0.48,2,0,262,1,0
T03545,U0378,440.32,TRANSFER,0,0,0,0,6,0,253.02498084750036,1.74,4,0,189,0,0
T03546,U0119,189.65,CASH_OUT,0,0,0,1,13,0,419.2802809412785,0.45,4,0,149,1,0
T03547,U0190,45.48,TRANSFER,0,0,0,0,1,1,305.4346766634896,0.15,4,0,72,1,0
T03548,U0255,126.13,PAYMENT,0,0,0,0,12,0,300.3523667622647,0.42,5,0,192,1,0
T03549,U0370,104.16,PAYMENT,0,0,0,0,7,0,253.31154301996207,0.41,6,0,147,0,0
T03550,U0266,279.33,PAYMENT,0,0,0,0,11,0,358.169559998084,0.78,4,0,158,1,0
T03551,U0149,536.89,CASH_OUT,0,0,0,0,12,0,249.9752229621664,2.15,1,0,244,1,0
T03552,U0164,153.13,CASH_OUT,0,1,0,1,2,1,618.1419417347241,0.25,1,0,352,1,0
T03553,U0140,6.07,PAYMENT,0,0,0,0,18,0,401.96371267366726,0.02,2,0,198,1,0
T03554,U0347,365.88,PAYMENT,0,0,1,0,11,0,410.50474457682935,0.89,0,0,103,1,0
T03555,U0488,465.4,PAYMENT,0,1,0,0,20,0,184.93557829139863,2.52,1,0,230,1,1
T03556,U0258,1646.67,CASH_OUT,0,0,0,0,1,1,387.0105532222126,4.25,4,0,185,1,0
T03557,U0374,445.15,PAYMENT,1,0,0,0,19,0,341.6760485017675,1.3,6,1,158,1,1
T03558,U0269,318.55,TRANSFER,1,0,0,0,17,0,241.74881596236455,1.32,0,0,172,0,0
T03559,U0181,425.96,CASH_OUT,1,0,0,1,15,0,508.3202700925089,0.84,3,0,332,1,1
T03560,U0160,1314.85,PAYMENT,0,0,0,0,8,0,179.29856754033875,7.33,0,0,323,1,0
T03561,U0351,881.23,CASH_OUT,0,0,0,0,21,0,219.0261507694738,4.02,4,0,13,0,0
T03562,U0400,195.03,PAYMENT,1,0,0,0,16,0,298.8252279465189,0.65,4,0,146,1,1
T03563,U0288,135.42,CASH_OUT,0,0,0,0,23,1,446.36146196820096,0.3,1,0,160,1,0
T03564,U0288,152.34,TRANSFER,0,0,0,0,17,0,250.8018968124936,0.61,2,0,260,1,0
T03565,U0380,351.01,PAYMENT,0,0,0,0,18,0,189.427232418667,1.85,3,0,83,0,0
T03566,U0226,681.39,PAYMENT,0,0,0,0,6,0,239.70970552768853,2.84,7,0,127,1,0
T03567,U0011,349.8,CASH_OUT,1,1,0,0,3,1,238.55814682470165,1.47,3,0,102,1,1
T03568,U0010,35.1,CASH_IN,0,1,0,0,7,0,321.3819614163574,0.11,2,0,242,1,1
T03569,U0271,642.92,PAYMENT,0,0,0,0,0,1,237.52689732800857,2.71,4,1,53,1,1
T03570,U0273,819.87,CASH_OUT,1,0,0,0,9,0,243.78637876067955,3.36,1,0,312,1,0
T03571,U0424,170.89,CASH_OUT,0,0,0,0,3,1,283.571779758497,0.6,4,0,332,1,1
T03572,U0402,545.51,CASH_IN,0,1,0,0,16,0,167.55976225150124,3.26,1,0,269,1,0
T03573,U0183,278.08,CASH_OUT,0,0,0,0,6,0,398.4338445960908,0.7,3,0,357,1,0
T03574,U0457,1099.65,TRANSFER,0,0,0,0,0,1,281.5949208307293,3.91,1,0,193,1,0
T03575,U0153,932.89,CASH_OUT,0,0,0,0,15,0,230.94572090713504,4.04,3,0,179,1,0
T03576,U0488,372.68,PAYMENT,0,0,0,0,23,1,328.26205445925865,1.14,8,0,47,1,1
T03577,U0315,588.03,TRANSFER,1,0,0,0,9,0,338.5584265035306,1.74,4,0,18,1,1
T03578,U0334,1074.29,TRANSFER,0,0,0,0,10,0,269.45515833980727,3.99,5,0,355,1,1
T03579,U0124,342.31,CASH_IN,0,0,0,0,5,1,241.96618743517013,1.41,2,0,91,1,1
T03580,U0473,187.89,CASH_IN,0,0,0,0,21,0,325.9854474972629,0.58,5,0,53,1,0
T03581,U0114,700.53,CASH_OUT,0,0,1,0,23,1,126.39874523179,5.54,4,0,38,1,0
T03582,U0278,124.27,CASH_IN,0,0,0,0,0,1,313.55558970185683,0.4,2,0,344,0,0
T03583,U0414,245.95,CASH_OUT,1,0,0,0,8,0,283.7110781265384,0.87,1,0,146,0,1
T03584,U0468,1003.94,TRANSFER,0,0,0,0,10,0,382.24520650500574,2.63,4,0,187,1,0
T03585,U0213,644.44,TRANSFER,0,0,0,0,5,1,341.49643543941005,1.89,3,1,100,1,1
T03586,U0172,258.6,TRANSFER,0,0,0,0,18,0,356.4984563838324,0.73,7,0,201,1,0
T03587,U0288,120.87,TRANSFER,0,0,0,0,12,0,169.91868048421398,0.71,1,0,360,1,0
T03588,U0435,220.0,TRANSFER,0,0,0,0,16,0,470.6900737890691,0.47,5,0,321,1,0
T03589,U0174,167.11,PAYMENT,0,0,0,0,13,0,338.00450139655,0.49,7,0,324,1,0
T03590,U0113,96.85,CASH_OUT,0,0,0,0,19,0,153.9969829952972,0.63,2,0,33,0,0
T03591,U0376,679.99,CASH_OUT,0,0,0,0,20,0,171.9752825333866,3.95,0,0,130,1,1
T03592,U0405,145.22,CASH_OUT,0,1,0,0,3,1,298.86490391674704,0.49,6,0,197,1,1
T03593,U0483,302.72,CASH_IN,0,0,0,0,6,0,248.42356626755117,1.22,5,0,43,1,0
T03594,U0122,243.77,PAYMENT,0,0,0,0,14,0,450.5872585210695,0.54,4,0,63,1,0
T03595,U0032,2010.85,CASH_OUT,0,0,0,0,21,0,360.3286385245037,5.58,6,0,181,1,0
T03596,U0222,248.04,PAYMENT,0,0,0,0,9,0,283.73080416618404,0.87,2,0,179,1,0
T03597,U0119,41.68,TRANSFER,1,0,0,0,4,1,219.24379700774423,0.19,3,0,211,1,1
T03598,U0039,47.06,CASH_IN,0,0,0,0,12,0,219.42241025373283,0.21,5,0,102,0,0
T03599,U0497,446.72,PAYMENT,0,0,0,0,14,0,233.34935824990416,1.91,4,0,171,1,0
T03600,U0268,457.35,PAYMENT,0,1,0,0,2,1,229.05434857667248,2.0,1,0,250,1,1
T03601,U0233,271.29,PAYMENT,0,0,0,0,18,0,170.58495591493215,1.59,3,0,218,1,0
T03602,U0431,282.68,CASH_OUT,0,0,0,0,2,1,254.5680544133081,1.11,2,0,242,0,0
T03603,U0018,27.72,CASH_IN,1,1,0,0,18,0,464.452820746692,0.06,6,0,278,1,1
T03604,U0149,363.4,TRANSFER,0,0,0,0,11,0,281.63772648386254,1.29,1,0,147,1,0
T03605,U0397,351.34,CASH_OUT,0,0,0,0,13,0,247.43978365027957,1.42,4,0,251,1,0
T03606,U0149,80.99,TRANSFER,0,0,0,0,7,0,279.3579875029595,0.29,4,0,260,1,0
T03607,U0126,54.82,PAYMENT,0,1,0,0,17,0,272.03662519530667,0.2,1,0,20,0,0
T03608,U0392,65.95,TRANSFER,0,0,0,0,3,1,329.4880595699415,0.2,2,0,151,0,1
T03609,U0302,53.25,CASH_OUT,0,0,1,0,23,1,389.7019618744147,0.14,3,0,173,1,1
T03610,U0360,470.43,TRANSFER,0,0,0,1,10,0,229.375971216454,2.05,2,0,186,1,0
T03611,U0238,109.38,PAYMENT,0,1,0,0,16,0,245.9141658218305,0.44,4,0,326,0,1
T03612,U0135,144.8,TRANSFER,1,0,0,0,18,0,189.75812479284116,0.76,5,0,176,1,0
T03613,U0151,95.32,TRANSFER,0,0,0,0,3,1,403.83109649481713,0.24,2,0,177,1,1
T03614,U0236,1583.09,CASH_OUT,0,0,0,0,5,1,476.5808365099451,3.32,2,0,237,1,0
T03615,U0224,964.19,TRANSFER,0,0,0,0,1,1,291.98059870846544,3.3,4,0,166,1,0
T03616,U0203,131.0,TRANSFER,0,0,0,1,6,0,364.5662368779895,0.36,3,0,21,1,0
T03617,U0256,198.43,TRANSFER,0,0,0,0,18,0,322.63545162353057,0.62,3,0,345,1,0
